Grade Distribution for Spring 2015 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2014-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Spring (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 3/16/2015,,,,,,,,,,, ,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Grades for Course
2015 Spring,South & SE Asian Studies,S ASIAN,South Asian,R5B,1,India Writers Eye,Joseph Scalice; Robert Goldman,84012,1,4,7,4,3,,,,,,,,,,,,,,19
2015 Spring,South & SE Asian Studies,S ASIAN,South Asian,R5B,2,India Writers Eye,Hannah Archambault; Robert Goldman,84015,,3,5,3,3,1,,,,,,,1,1,,,,,17
2015 Spring,South & SE Asian Studies,S ASIAN,South Asian,R5B,3,India Writers Eye,Janet Um; Robert Goldman,84018,,4,7,5,,,1,,,,,,,,,,,,17
2015 Spring,South & SE Asian Studies,S ASIAN,South Asian,R5B,4,India Writers Eye,Lauren Bausch; Robert Goldman,84021,1,3,8,1,1,1,,,,,,,,,,1,,,16
2015 Spring,South & SE Asian Studies,S ASIAN,South Asian,C142,1,India'S Great Epics,Robert Goldman,84024,8,26,30,11,3,2,,,,,,,,14,,2,,1,97
2015 Spring,South & SE Asian Studies,S ASIAN,South Asian,144,1,Islam In South Asia,Munis Faruqui,84027,,9,5,10,3,2,,,,,,,,8,,,,,37
2015 Spring,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,R5B,1,Under Western Eyes,Robert Goldman; Umar Umar,83203,,2,7,3,4,,1,,,,,,,1,,,,,18
2015 Spring,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,R5B,2,Under Western Eyes,Katherine Bruhn; Robert Goldman,83206,1,4,4,3,2,1,1,,,,1,,,,,1,,,18
2015 Spring,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,R5B,3,Under Western Eyes,Kathleen Gutierrez; Munis Faruqui,83209,1,12,4,2,2,,,,,,,,,,,,,,21
2015 Spring,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,39I,1,Fresh/Soph Seminar,Bac Tran; Cynthia Agnes Aban; Maria Barrios-Leblanc; Ninik Lunde,83212,4,13,,,,,,,,,,,,,,,,,17
2015 Spring,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,39J,1,Fresh/Soph Seminar,Hanh Tran; Karen Llagas; Maria Barrios-Leblanc,83215,4,15,,,,,,,,,,,,1,,,,1,21
2015 Spring,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,98A,3,Directed Group Stdy,Vasudha Paramasivan,83224,,,,,,,,,,,,,,22,,1,,,23
2015 Spring,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,C145,1,Buddhism Contemp,Alexander Von Rospatt,83245,1,7,6,3,3,2,,3,1,,,,,2,,,,,28
2015 Spring,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,190,1,"Seminar S,Seasn",Maria Barrios-Leblanc,83265,3,16,1,,,,,,,,,,,,,,,,20
2015 Spring,South & SE Asian Studies,SEASIAN,Southeast Asian,10B,1,Intrd Civ Se Asia,Jeffrey Hadler,84103,,7,9,10,4,3,,,,,,,1,10,,,,,44
2015 Spring,South & SE Asian Studies,SEASIAN,Southeast Asian,129,1,Mainland Sea Lit,Penelope Edwards,84112,1,2,6,2,,,1,,,,,,,2,,,,,14
2015 Spring,South & SE Asian Studies,THAI,Thai,1B,1,Introductory Thai,Supatra Chowchuvech,85903,,3,3,3,,,,,,,,,,,,,,1,10
2015 Spring,South & SE Asian Studies,VIETNMS,Vietnamese,1B,1,Intro Vietnamese,Bac Tran,86003,4,12,4,,,,,,,,,,,,,,,,20
2015 Spring,South & SE Asian Studies,VIETNMS,Vietnamese,1B,2,Intro Vietnamese,Bac Tran,86006,2,11,7,,,,,,,,,,,,,,,,20
2015 Spring,South & SE Asian Studies,VIETNMS,Vietnamese,100B,1,Intermed Viet,Bac Tran,86012,3,14,,1,,,,,,,,,,1,,,,,19
2015 Spring,Spanish & Portuguese,PORTUG,Portuguese,101A,1,Portug For Adv Stdy,Clelia Donovan,86609,,8,,2,4,,,,,,,,1,1,,1,,,17
2015 Spring,Spanish & Portuguese,PORTUG,Portuguese,101A,2,Portug For Adv Stdy,Clelia Donovan; Poema Quesado Valente Meyer,86612,,7,2,1,2,,,,,,,,,,,,,,12
2015 Spring,Spanish & Portuguese,PORTUG,Portuguese,101B,1,Port Adv Stdy-Wkshp,Clelia Donovan; Krista Brune,86618,,5,9,3,,,,,1,,,,,,,,,,18
2015 Spring,Spanish & Portuguese,PORTUG,Portuguese,102,1,Readings In Portug,Clelia Donovan,86627,,6,3,1,1,,,,,,,,,3,2,,,,16
2015 Spring,Spanish & Portuguese,PORTUG,Portuguese,103,1,Adv Gram And Comp,Clelia Donovan,86630,,9,5,,,,,,1,,,,,,1,,,,16
2015 Spring,Spanish & Portuguese,PORTUG,Portuguese,135,2,Luso-Brazilian Lit,Jeremias Zunguze,86639,3,9,,,,,,,,,,,,,,,,,12
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,1,1,Elem Spanish,Megan Briggs Magnant; Miriam Hernandez-Rodriguez,86103,,4,1,1,1,,,,,,,,,6,,1,,,14
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,1,2,Elem Spanish,Brian Pihuleac; Miriam Hernandez-Rodriguez,86106,1,4,4,,1,,1,,,,,,,3,2,1,,1,18
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,1,3,Elem Spanish,Caterina Riley; Miriam Hernandez-Rodriguez,86109,,8,5,,2,1,1,,,,,,1,4,,,,,22
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,1,4,Elem Spanish,Johnathan Vaknin; Miriam Hernandez-Rodriguez,86112,2,3,3,2,2,,1,1,1,,1,,,3,,,,,19
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,1,5,Elem Spanish,Miriam Hernandez-Rodriguez; Molly Borowitz,86115,,9,5,3,,1,,1,,,,,,2,,1,,,22
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,1,6,Elem Spanish,Justin Berner; Miriam Hernandez-Rodriguez,86118,,4,6,3,2,,,,2,,,,,,1,,,,18
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,R1B,1,Span Speak World,Jacqueline Bialostozky; Michael Iarocci,86121,,8,1,5,1,,1,,,,,,,,,,,,16
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,2,1,Elem Spanish,Leila Juzam Pucheu; Miriam Hernandez-Rodriguez,86124,,2,6,1,1,,1,1,1,,,,1,2,,1,,,17
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,2,2,Elem Spanish,Diana Pacheco Montoya; Miriam Hernandez-Rodriguez,86127,,6,8,,2,1,,,,,,,,2,,,,,19
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,2,3,Elem Spanish,Holly Jackson; Miriam Hernandez-Rodriguez,86130,2,11,2,1,1,,2,,,,,,,5,,1,,,25
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,2,4,Elem Spanish,Miriam Hernandez-Rodriguez; Yesenia Blanco,86133,,3,3,3,3,2,1,,1,,,,,2,,,,,18
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,2,5,Elem Spanish,Maria Lilly; Miriam Hernandez-Rodriguez,86136,,4,5,4,6,,1,,,1,,,,1,,,,,22
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,2,6,Elem Spanish,Jeremias Zunguze; Miriam Hernandez-Rodriguez,86139,1,3,5,1,1,2,1,,,,,,,4,,1,,,19
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,3,1,Intermed Spanish,Felix Trevino; Miriam Hernandez-Rodriguez,86145,,2,2,1,1,1,1,,,,,,,2,,,,,10
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,3,2,Intermed Spanish,Donna Southard; Miriam Hernandez-Rodriguez,86148,,2,1,2,3,2,,1,,,,,,6,,1,,,18
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,3,3,Intermed Spanish,Miriam Hernandez-Rodriguez; Yairamaren Roman Maldonado,86151,,4,1,1,1,1,1,1,,,,,,6,,1,,,17
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,3,4,Intermed Spanish,Ana Belen Redondo Campillos; Miriam Hernandez-Rodriguez,86154,1,9,1,1,2,1,,,,,,,,5,,,,,20
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,3,5,Intermed Spanish,Miriam Hernandez-Rodriguez; Patricia Velazquez Alamo,86157,,3,1,1,5,,,,,,,,,6,,,,,16
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,3,6,Intermed Spanish,Heriberto Martinez Yepez; Miriam Hernandez-Rodriguez,86160,,4,7,1,,,,,,,,,1,2,,,,,15
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,3,7,Intermed Spanish,Miriam Hernandez-Rodriguez; Victoria Robertson,86163,,4,3,3,3,1,,,,,,,,3,,,,,17
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,4,1,Intermed Spanish,Elena Olsen; Miriam Hernandez-Rodriguez,86166,,,5,1,,1,,1,,,1,,,2,,,,,11
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,4,2,Intermed Spanish,Elena Olsen; Miriam Hernandez-Rodriguez,86169,,5,3,3,2,1,1,,1,,,,,2,,,,,18
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,4,3,Intermed Spanish,Hugo Garcia Manriquez; Miriam Hernandez-Rodriguez,86172,,7,5,2,2,1,,,,,,,1,,,,,,18
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,4,4,Intermed Spanish,Elena Fernandez Fernandez; Miriam Hernandez-Rodriguez,86175,,2,6,6,2,,,,,,,,,1,,,,,17
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,4,5,Intermed Spanish,Dexter Zavalza Hough Snee; Miriam Hernandez-Rodriguez,86178,,6,1,,,,,1,,,,,,4,,,,,12
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,4,6,Intermed Spanish,Marilola Perez; Miriam Hernandez-Rodriguez,86181,,2,6,1,2,,1,,,,,,,,1,,,,13
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,21,1,Elem Span Bilingual,Leon Salvatierra; Miriam Hernandez-Rodriguez,86187,1,11,5,,,,,,,,,,,3,,,,,20
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,22,1,Interm Sp Bilingual,Miriam Hernandez-Rodriguez,86190,,11,2,3,,,,,,,,,1,2,,,,,19
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,25,1,Read And Analysis,Alani Hicks-Bartlett; Francine Masiello,86196,5,4,5,1,,,,,,,,,,,,,,,15
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,25,2,Read And Analysis,Francine Masiello; Manuel Cuellar,86199,1,8,3,1,2,,,,,,,,,,,,,,15
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,25,3,Read And Analysis,Francine Masiello; Tanya Varela,86202,,3,7,4,2,,1,,,,,,,1,,,,,18
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,25,4,Read And Analysis,Flor Lopez Malagamba; Francine Masiello,86205,,5,5,2,,2,,1,,,,,1,1,,,,,17
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,25,5,Read And Analysis,Daniel Rodriguez; Francine Masiello,86208,,6,5,2,2,,,,,,,,,2,,,,,17
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,25,6,Read And Analysis,Francine Masiello; Jorge Diaz-Velez,86211,,6,4,,,,,,,,,,1,,,,,,11
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,100,1,Spanish Linguistics,Teresa Mcfarland,86229,,10,4,5,,2,,,1,1,,,1,,,,,,24
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,102A,1,Adv Gram And Comp,Victoria Robertson,86235,4,12,3,3,1,1,,,,,1,,,,,,,,25
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,102A,2,Adv Gram And Comp,Amelia Barili,86238,3,4,6,5,,,,,,,,,,1,,,,,19
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,102C,1,Adv. Writ. Wkshop,Amelia Barili,86241,2,6,2,,,,,,,,,,,2,,,,,12
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,104B,1,Survey Span Am Lit,Estelle Tarica,86244,,6,9,2,7,,,1,,,,,,1,,,,,26
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,107B,1,Survey Span Lit,Alexandra Saum Pascual,86247,,6,6,3,1,,,,,,,,,,,,,,16
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,111B,1,Cervantes,Emilie Bergmann,86253,3,6,6,1,,,,,,,,,,1,,1,,,18
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,135,3,Hispanic Literature,Daylet Dominguez,86262,3,13,4,2,1,,,,1,,,,,,,,,,24
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,135,4,Hispanic Literature,Natalia Valencia,86265,,10,9,5,2,,,,,,,,,,,,,,26
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,135,5,Hispanic Literature,Donna Southard,86268,1,8,3,1,2,1,1,,2,,,,,2,,,,1,22
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,135W,1,Writing Intensive,Leon Salvatierra,86274,3,13,2,1,1,1,,,,,,,,,,,,,21
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,135W,2,Writing Intensive,Michael Iarocci,86277,,7,3,2,1,,,,,,,,,,,,,,13
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,162,1,Spanish Structure,Teresa Mcfarland,86281,1,8,4,3,,2,1,,,1,,,1,,,,,,21
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,164,1,Span Dialectology,Milton Azevedo,86282,11,5,1,,,,,,,,,,,,,,,1,18
2015 Spring,Spanish & Portuguese,SPANISH,Spanish,198,2,Supervised Grp Stdy,Alexandra Saum Pascual,86358,,,,,,,,,,,,,,21,,,,1,22
2015 Spring,Statistics,STAT,Statistics,2,1,Intro To Stat,Adam Lucas,87303,12,56,24,11,32,23,11,11,24,7,13,1,19,18,,12,,1,275
2015 Spring,Statistics,STAT,Statistics,2,2,Intro To Stat,Ann Kalinowski,87356,,11,12,16,18,7,23,9,19,,,,3,17,,4,,1,140
2015 Spring,Statistics,STAT,Statistics,20,1,Intro Prob Stat Cal,Howard D'Abrera,87357,1,70,31,90,7,,75,90,29,,,,9,17,,6,,9,434
2015 Spring,Statistics,STAT,Statistics,W21,1,Intro Prob Stat Bus,Shobhana Murali Stoyanov,87462,17,13,19,12,19,8,8,9,4,,1,,16,3,1,12,1,3,146
2015 Spring,Statistics,STAT,Statistics,98,2,Directed Group Stdy,Andrew Zhao; David Aldous; Lukas Vlahos,87471,,,,,,,,,,,,,,30,,1,,,31
2015 Spring,Statistics,STAT,Statistics,98,7,Directed Group Stdy,James Pitman; Michael Leong,87486,,,,,,,,,,,,,,10,,1,,,11
2015 Spring,Statistics,STAT,Statistics,131A,1,Prob Stat Life Sci,Fletcher Ibser,87489,11,24,11,14,14,15,14,10,14,,4,,6,9,2,5,,2,155
2015 Spring,Statistics,STAT,Statistics,133,1,Computing Data,Deborah Nolan,87507,3,24,27,22,18,6,1,4,3,,,,2,27,1,3,,,141
2015 Spring,Statistics,STAT,Statistics,133,2,Computing Data,Ingileif Hallgrimsdottir,87528,26,27,16,8,12,7,2,8,1,,2,,5,12,,2,,2,130
2015 Spring,Statistics,STAT,Statistics,134,1,Concepts Of Prob,James Pitman,87570,15,32,29,39,22,24,15,19,26,,1,,18,24,1,12,,2,279
2015 Spring,Statistics,STAT,Statistics,135,1,Concepts Of Stat,Ingileif Hallgrimsdottir,87609,2,22,3,4,25,2,9,6,,,,,3,4,1,3,,2,86
2015 Spring,Statistics,STAT,Statistics,135,2,Concepts Of Stat,Joan Bruna Estrach,87621,5,7,13,12,14,10,5,8,11,,5,,1,2,,1,,,94
2015 Spring,Statistics,STAT,Statistics,150,1,Stochastic Process,Allan Sly,87633,5,8,6,6,3,2,5,1,8,3,,,2,3,,1,,,53
2015 Spring,Statistics,STAT,Statistics,151A,1,Linear Modelling,Adityanand Guntuboyina,87642,3,8,18,5,15,6,,,,,,,,1,,2,,,58
2015 Spring,Statistics,STAT,Statistics,152,1,Sampling Surveys,Deborah Nolan,87651,1,10,7,7,15,3,3,8,4,,,,,1,,,,,59
2015 Spring,Statistics,STAT,Statistics,153,1,Intro Time Series,Adityanand Guntuboyina,87660,7,15,16,14,4,3,,,,,,,,3,,3,,,65
2015 Spring,Statistics,STAT,Statistics,153,2,Intro Time Series,David Brillinger,87663,7,8,9,11,8,7,3,3,2,2,,,,,,1,,,61
2015 Spring,Statistics,STAT,Statistics,154,1,Stat Predict Mach/L,Nusrat Rabbee,87672,1,10,4,7,1,9,5,5,,,,,,9,,2,,1,54
2015 Spring,Statistics,STAT,Statistics,155,1,Game Theory,Shobhana Murali Stoyanov,87681,10,8,6,8,8,6,6,7,5,,,,5,3,,,,,72
2015 Spring,Statistics,STAT,Statistics,158,1,Dsgn Of Experiments,Elizabeth Purdom,87696,2,5,7,8,6,7,5,1,1,,,,,2,,1,,,45
2015 Spring,Statistics,STAT,Statistics,198,2,Directed Group Stdy,Andrew Zhao; David Aldous; Lukas Vlahos,87729,,,,,,,,,,,,,,25,,,1,,26
2015 Spring,Statistics,STAT,Statistics,198,3,Directed Group Stdy,David Brillinger,87732,,,,,,,,,,,,,,20,,1,,,21
2015 Spring,Statistics,STAT,Statistics,198,5,Directed Group Stdy,James Pitman; Michael Leong,87738,,,,,,,,,,,,,,27,,2,,,29
2015 Spring,Statistics,STAT,Statistics,198,7,Directed Group Stdy,James Pitman; Michael Leong,87744,,,,,,,,,,,,,,25,,2,,,27
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,R1A,1,Performce & Writing,Stephanie Sherman; Susan Kwan,88103,,6,6,3,1,,,1,,,,,,,,,,,17
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,R1A,3,Performce & Writing,Caitlin Marshall; Susan Kwan,88109,,,4,3,5,1,3,1,,,,,,,,,,,17
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,R1B,1,Performce & Writing,Sima Belmar; Susan Kwan,88112,,8,4,1,1,1,,,,,1,,,,,,,,16
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,R1B,2,Performce & Writing,Heather Rastovac; Susan Kwan,88115,5,5,5,3,,,,,,,,,,,,,,,18
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,R1B,3,Performce & Writing,Kate Mattingly; Susan Kwan,88118,1,9,1,4,,,,,,,,,,,,,,,15
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,R1B,4,Performce & Writing,Scott Wallin,88121,,3,6,3,3,1,,,,,,,,,,,,,16
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,R1B,6,Performce & Writing,Scott Wallin,88124,,6,5,2,3,1,,,,,,,,,,,,,17
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,10,1,Intro To Acting,Domenique Lozano,88127,,11,2,,2,,,1,,,,,,4,,,,,20
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,10,2,Intro To Acting,Samuel Haley-Hill,88130,,8,7,1,,,,,,,,,,,,,,,16
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,10,3,Intro To Acting,Karin Shankar; Lura Dolas,88133,,8,3,,,,1,,,,,,,3,,,,,15
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,11,2,Scene Stdy Charactr,Maureen Tang,88142,,6,1,,2,,1,,,,,,,1,,,,,11
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,25AC,1,Drama Of Am Culture,Angela Marino,88145,,17,10,9,9,3,2,1,,,,,3,11,,3,,,68
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,39,1,Fresh/Soph Sem,Abigail De Kosnik,88159,,11,,,,,,,,,,,,8,,,,,19
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,40,1,Intro Modern Dance,James Graham,88160,5,1,7,6,2,,1,1,,,1,1,,4,,2,,,31
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,60,1,Intro Tech Theater,Laxmi Kumaran,88163,20,6,2,1,,2,,,1,,,,,1,,,,,33
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,110B,1,Intermed Acting,Domenique Lozano,88181,,15,2,,,1,,,,,,,,,,,,,18
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,110B,2,Intermed Acting,Christopher Herold,88184,,15,1,,,,,,,,,,,,,,,,16
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,111,1,Advanced Acting,Lura Dolas,88187,,12,,1,,1,,,,,,,,,,,,,14
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,112,1,Speech & Vocal Comm,Lisa Porter,88190,,,9,1,3,,,1,,,,,,,,3,,,17
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,119,1,Performance Theory,Abigail De Kosnik,88193,12,4,2,4,2,1,,,,1,,1,1,1,,,,1,30
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,121,1,Performance/Culture,Philip Gotanda,88196,5,32,1,,,2,,,,,,,,,,,,,40
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,125,1,Performance/History,Jenefer Johnson,88199,,8,4,2,3,3,1,,1,,1,,,1,,1,,,25
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,126,1,Perform Literatures,Peter Glazer,88202,1,6,5,2,2,1,,,,,,,,1,,1,,,19
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,126,2,Perform Literatures,Angela Marino,88205,2,3,4,3,,,,,,,,,,,,,,,12
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,126,3,Perform Literatures,Mark Griffith,88208,2,2,4,5,2,1,,1,,,,,,1,,,,,18
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,141,1,Interm Modern Dance,Amara Smith,88214,,23,,,3,,,1,,,,,1,,,1,,,29
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,141,2,Interm Modern Dance,Maureen Miner,88217,1,15,4,1,,,,,1,,,,,,,1,,,23
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,146B,1,Choreography:Group,Katharine Faulkner,88223,,11,2,1,1,,1,,,,,,1,,,1,,,18
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,151B,1,Theater History,Mel Gordon,88226,,6,1,3,1,,,1,,,,,,,,,,,12
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,167,1,Tech Theater Perf,William Leggett,88232,,10,1,,,,,,,,,,,1,,,,,12
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,168,1,Tech Theater Shop,William Leggett,88235,,15,,,,,,,,,,,,2,,,,,17
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,171,3,Theatre Performance,Angela Marino,88247,,,,,,,,,,,,,,17,,1,,,18
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,173B,1,Scenic Design,Carol Smart,88262,,1,4,1,2,2,1,1,,,,,,,,1,,,13
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,174B,1,Costume Design/Thtr,Carol Smart,88265,,2,6,2,,,,,2,,,,,3,,,,1,16
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,175B,1,Lighting Design,John Carpenter,88268,3,5,4,,,,,,,,,,,,,1,,,13
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,178,1,Video Production,Nathan Kwame Braun,88274,,5,1,,4,,,,,,,,,2,,,,,12
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,179,1,Suprvsd Thtrcl Desn,Carol Smart,88277,,3,4,2,,,,,,,,,,2,,,,,11
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,180,1,Realization Dance,Elizabeth Wymore,88280,2,21,,,,,,,,,,,,2,,,,,25
2015 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,198,4,Directed Group Stdy,Jose Antonio Nuno; William Leggett,88328,,,,,,,,,,,,,,9,1,,,,10
2015 Spring,UGIS-UG Interdisc Studies,AMERSTD,American Studies,10,1,Intro American Stdy,Christine Palmer; Kathleen Moran,2003,,22,13,8,10,3,5,1,,,,,3,10,,,,2,77
2015 Spring,UGIS-UG Interdisc Studies,AMERSTD,American Studies,101,1,Us Cultures In Time,Kathleen Moran,2018,,13,17,11,6,7,2,3,,1,,,1,3,,,,2,66
2015 Spring,UGIS-UG Interdisc Studies,AMERSTD,American Studies,102,1,Us Cultures/Place,Alex Saragoza,2033,1,1,3,3,,7,1,4,,,,,,1,,,,1,22
2015 Spring,UGIS-UG Interdisc Studies,AMERSTD,American Studies,102,2,Us Cultures/Place,Kevin Muller,2036,,5,1,2,1,3,,,,,,,,,,,,,12
2015 Spring,UGIS-UG Interdisc Studies,AMERSTD,American Studies,C112B,1,"Am Landscape,1900--",Paul Groth,2042,,1,1,5,1,,2,2,1,,1,,,5,,,,,19
2015 Spring,UGIS-UG Interdisc Studies,AMERSTD,American Studies,C172,1,Hist American Bus,Christine Rosen,2057,,4,3,10,7,8,3,2,,,,,,10,,1,,,48
2015 Spring,UGIS-UG Interdisc Studies,AMERSTD,American Studies,191,1,Senior Seminar,Justin Gomer,2069,,1,3,2,2,2,,2,2,,,,1,,,,,1,16
2015 Spring,UGIS-UG Interdisc Studies,AMERSTD,American Studies,191,2,Senior Seminar,Christine Palmer,2072,,2,1,1,4,2,,1,,,1,,1,,,,,1,14
2015 Spring,UGIS-UG Interdisc Studies,AMERSTD,American Studies,191,3,Senior Seminar,Justin Gomer,2075,,4,2,4,3,,,,,1,,,1,,,,,,15
2015 Spring,UGIS-UG Interdisc Studies,AMERSTD,American Studies,H195,1,Honors Thesis,Justin Gomer,2081,,5,1,1,,,,,,,,,,,,,,3,10
2015 Spring,UGIS-UG Interdisc Studies,COG SCI,Cognitive Science,1,1,Intro To Cogsci,Paul Li,16003,,22,26,35,31,16,7,5,4,1,3,2,,5,,,,1,158
2015 Spring,UGIS-UG Interdisc Studies,COG SCI,Cognitive Science,98,1,Directed Group Stdy,David Presti; Janos Botyanszki,16024,,,,,,,,,,,,,,31,,1,,,32
