Grade Distribution for Spring 2015 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2014-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Spring (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 3/16/2015,,,,,,,,,,, ,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Grades for Course
2015 Spring,History,HISTORY,History,101,17,"Research, Writing",Sarah Cramsey,39330,,6,4,2,1,1,,,,,,,,,,,,,14
2015 Spring,History,HISTORY,History,103B,3,Proseminar: Europe,Stefan-Ludwig Hoffmann,39381,,7,3,2,1,,,,,,,,,1,,,,,14
2015 Spring,History,HISTORY,History,103D,3,Proseminar: U.S.,Sarah Keyes,39417,,7,1,1,1,,,,,,,,,,,,,,10
2015 Spring,History,HISTORY,History,103E,2,Proseminar: Lat Am,Alberto Garcia; Margaret Chowning,39432,,5,,2,1,,,,1,,,,,2,,,,,11
2015 Spring,History,HISTORY,History,103U,3,Proseminar: Cmprtv,Zain Lakhani,39477,,2,3,2,1,,1,,,,,,,,,,,2,11
2015 Spring,History,HISTORY,History,104,1,Craft Of History,Brian Delay,39480,,11,9,4,3,2,,1,,,,,,,,,,1,31
2015 Spring,History,HISTORY,History,105A,1,Arch/Class Greece,Emily Mackil,39494,,11,7,3,3,1,2,2,,,,,,4,,1,,1,35
2015 Spring,History,HISTORY,History,108,1,Byzantium,Maria Mavroudi,39501,8,23,5,,6,2,,2,,,,,,7,,,,,53
2015 Spring,History,HISTORY,History,111B,1,Modern Se Asia,Peter Zinoman,39519,,2,1,3,2,5,,1,,,,,,1,,1,,,16
2015 Spring,History,HISTORY,History,112C,1,Africa-Col&Nation,Leopold Podlashuc,39530,10,2,2,1,,,,,,,,,,1,,,,,16
2015 Spring,History,HISTORY,History,114B,1,Modern South Asia,Janaki Bakhle,39531,,2,4,6,2,1,,,,,,,,1,,1,,1,18
2015 Spring,History,HISTORY,History,116D,1,20th Century China,Alexander Cook,39540,,11,12,3,6,8,1,2,1,,2,,,9,,,,1,56
2015 Spring,History,HISTORY,History,121A,1,Colonial Us,Elena Schneider; Mark Peterson,39552,3,14,8,11,6,5,4,,,1,,1,,8,,,,,61
2015 Spring,History,HISTORY,History,124B,1,U.S. Wwii-Vietnam,Christopher Shaw,39558,,10,17,16,28,23,10,5,4,,2,1,1,20,,4,,,141
2015 Spring,History,HISTORY,History,127AC,1,California,Robert Chester,39576,,15,15,11,17,9,4,1,1,,,,,74,,2,,2,151
2015 Spring,History,HISTORY,History,C139B,1,Amer Immigrant Exp,Carl Mason; Joshua Goldstein,39588,,3,1,5,1,3,1,,,,,,,3,,,,,17
2015 Spring,History,HISTORY,History,C139C,1,Us Social Movements,Lisa Cardyn,39596,,5,3,9,7,5,2,1,,,1,,,2,,2,,,37
2015 Spring,History,HISTORY,History,143,1,Brazil,Pablo Palomino,39600,,24,9,6,1,,,,,,,,,1,,3,,1,45
2015 Spring,History,HISTORY,History,149B,1,Italy 1000-1350,Maureen Miller,39603,1,1,1,5,1,,,1,1,,,,,2,,,,1,14
2015 Spring,History,HISTORY,History,151A,1,"Britain, 1485-1660",Robert Harkins,39606,,5,2,7,10,3,,1,,,,,,2,,1,,,31
2015 Spring,History,HISTORY,History,160,1,Mod Internatl Econ,Andrej Milivojevic,39645,6,24,29,31,19,16,11,11,6,5,5,,3,16,,4,,1,187
2015 Spring,History,HISTORY,History,162B,1,Eur Diplo From 1914,Amanda Behm,39648,,14,30,25,26,12,3,,1,2,1,1,,27,,4,,2,148
2015 Spring,History,HISTORY,History,166C,1,France,Mark Sawchuk,39654,,4,5,2,4,,1,,,,,,,,,1,,,17
2015 Spring,History,HISTORY,History,171C,1,Russia From 1917,Yuri Slezkine,39657,,18,19,14,7,3,2,,,,,,1,7,,2,,1,74
2015 Spring,History,HISTORY,History,C175B,1,Jewish Civ Modern,John Efron,39672,,8,5,1,3,,,,1,,,,,4,,,,,22
2015 Spring,History,HISTORY,History,177B,1,Modern Armenia,Stephan Astourian,39681,,3,2,2,3,1,,,,,1,,,2,,,,,14
2015 Spring,History,HISTORY,History,180,1,Biology From 1750,Rodolfo Alaniz,40110,,3,7,1,3,1,,,,1,,,,7,,2,,,25
2015 Spring,History,HISTORY,History,180T,1,Calteach Life Sci,Rodolfo Alaniz,39682,,5,10,2,,,1,1,,,,,,1,,,,,20
2015 Spring,History,HISTORY,History,C182C,1,"Intro Sci,Tech Soc",Massimo Mazzotti,39683,,4,2,3,,1,,2,,,,,,1,,,,,13
2015 Spring,History,HISTORY,History,C191,1,Death And Medicine,Gaetan Micco; Thomas Laqueur,39689,3,13,16,9,4,3,,,,,,,1,3,,,,,52
2015 Spring,History,HISTORY,History,C192,1,History Of Info,Geoffrey Nunberg; Paul Duguid,39690,,2,1,1,3,1,2,,1,,,,,1,,3,,,15
2015 Spring,History,HISTORY,History,198BC,4,Berkeley Connect Ud,Adrianne Francisco; Victoria Frede-Montemayor,40071,,,,,,,,,,,,,,12,,1,,,13
2015 Spring,History of Art,HISTART,History of Art,R1B,1,Visual Experience,Eva Hagberg; Ivy Mills,4953,1,6,3,4,2,2,,,,,,,,,,,,,18
2015 Spring,History of Art,HISTART,History of Art,R1B,2,Visual Experience,Jordan Rose,4956,,2,7,3,5,,,,,,,,,,,,,,17
2015 Spring,History of Art,HISTART,History of Art,R1B,3,Visual Experience,Catherine Telfair,4959,,8,6,3,,,,,,,,,,,,,,,17
2015 Spring,History of Art,HISTART,History of Art,R1B,4,Visual Experience,Catherine Telfair,4962,,5,3,5,1,,2,,1,,,,,,,,,1,18
2015 Spring,History of Art,HISTART,History of Art,R1B,5,Visual Experience,Ivy Mills; William Coleman,4965,,3,5,3,1,,1,1,,,,,2,,,,,,16
2015 Spring,History of Art,HISTART,History of Art,R1B,6,Visual Experience,Jordan Rose,4968,,1,7,6,4,,,,,,,,,,,,,,18
2015 Spring,History of Art,HISTART,History of Art,R1B,7,Visual Experience,Andrew Sears; Ivy Mills,4971,,5,1,2,3,1,1,,,1,,,,,,1,,,15
2015 Spring,History of Art,HISTART,History of Art,R1B,8,Visual Experience,Ivy Mills,4974,,3,5,4,1,1,,,,,,,,,,,,1,15
2015 Spring,History of Art,HISTART,History of Art,R1B,9,Visual Experience,Ivy Mills,4977,,,6,5,2,,,,,,,,,,,,,1,14
2015 Spring,History of Art,HISTART,History of Art,R1B,10,Visual Experience,Ivy Mills; Keith Budner,4980,,5,2,3,2,2,1,,1,,,,1,,,,,,17
2015 Spring,History of Art,HISTART,History of Art,11,1,Intr To Western Art,Lauren Kroiz,4983,2,40,20,14,8,4,2,2,1,,,1,3,35,,7,,,139
2015 Spring,History of Art,HISTART,History of Art,34,1,Arts Of China,Leong Foong,5013,1,6,15,5,5,,,,,,,1,,6,,1,,,40
2015 Spring,History of Art,HISTART,History of Art,100,1,Theories & Methods,Whitney Davis,5034,1,15,21,15,11,3,4,2,,,1,,,4,,,,1,78
2015 Spring,History of Art,HISTART,History of Art,134C,1,Modern Buddhist Art,Gregory Levine,5049,1,2,2,3,1,,1,,,,,,1,4,,,,,15
2015 Spring,History of Art,HISTART,History of Art,136A,1,S. Asia: Anc-1200,Sugata Ray,5061,2,4,2,3,2,1,2,1,,,,,,1,,1,,,19
2015 Spring,History of Art,HISTART,History of Art,141C,1,Hellenistic Art,Andrew Stewart,5073,,4,10,5,6,5,3,,1,,,,1,,,2,,,37
2015 Spring,History of Art,HISTART,History of Art,155A,1,Cult Images,Beate Fricke,5334,,6,1,2,1,1,,,,,,,,1,,,,1,13
2015 Spring,History of Art,HISTART,History of Art,190G,1,American/British,Margaretta Lovell,5097,,2,2,5,2,1,,,,,,,,3,,,,,15
2015 Spring,History of Art,HISTART,History of Art,190M,1,Global Modernism,Anneka Lenssen,5100,,7,7,2,3,,,,1,,,,,,,,,,20
2015 Spring,History of Art,HISTART,History of Art,192A,1,Asian,Sugata Ray,5115,,6,3,,1,,,,,,,,,,,,,,10
2015 Spring,History of Art,HISTART,History of Art,192A,2,Asian,Patricia Berger,5117,,5,2,1,3,,,1,1,,,,,,,,,,13
2015 Spring,History of Art,HISTART,History of Art,192B,1,Ancient,Diliana Angelova,5118,1,7,3,1,,1,,,,,,,,,,,,,13
2015 Spring,History of Art,HISTART,History of Art,192F,1,19th-20th Century,Imogen Hart,5124,2,5,3,3,,,1,,,,,,,1,,,,,15
2015 Spring,History of Art,HISTART,History of Art,192G,1,American Art,Lauren Kroiz,5127,,8,1,1,,,,,,,,,,,,,,1,11
2015 Spring,History of Art,HISTART,History of Art,198,3,Directed Group Stdy,Anneka Lenssen,5157,,,,,,,,,,,,,,12,,,,1,13
2015 Spring,Hlth & Med Sci Grad Grp,HMEDSCI,Health & Medical Sciences,C133,1,Death And Medicine,Gaetan Micco; Thomas Laqueur,38620,,3,3,1,,,1,1,,,1,,,3,,,,,13
2015 Spring,IAS Teaching Program,ASIANST,Asian Studies,150,1,Special Topics,Sanjyot Mehendale,5765,,10,1,,,,1,,,,,,,2,,,,,14
2015 Spring,IAS Teaching Program,ASIANST,Asian Studies,150,2,Special Topics,Jack Davey,5768,,2,3,2,2,2,2,,,,,,,1,,,,,14
2015 Spring,IAS Teaching Program,ASIANST,Asian Studies,198,1,Directed Group Stdy,Robert Berring,5783,,,,,,,,,,,,,,14,,3,,,17
2015 Spring,IAS Teaching Program,ASIANST,Asian Studies,198,3,Directed Group Stdy,Robert Berring,5789,,,,,,,,,,,,,,11,1,,,,12
2015 Spring,IAS Teaching Program,DEV STD,Development Studies,C100,1,His Dev/Underdev,Gillian Hart,18706,,40,16,10,15,7,3,6,3,,4,,2,5,,,,,111
2015 Spring,IAS Teaching Program,GPP,Global Poverty & Practice,105,1,Global Practice,Clare Talwalker,38303,1,8,8,6,2,3,,,,,,,,,,,,,28
2015 Spring,IAS Teaching Program,GPP,Global Poverty & Practice,105,2,Global Practice,Clare Talwalker,38312,,7,13,8,2,,,,,,,,,,,,,,30
2015 Spring,IAS Teaching Program,GPP,Global Poverty & Practice,105,3,Global Practice,Khalid Kadir,38321,2,6,7,4,,3,,,,,,,,,,,,2,24
2015 Spring,IAS Teaching Program,GPP,Global Poverty & Practice,196,1,Global Capstone,Cecilia Lucas,38330,,3,4,4,2,,,1,,,,,1,,,,,,15
2015 Spring,IAS Teaching Program,IAS,International & Area Stds,45,1,Survy World History,David Beecher,46403,,1,10,12,39,19,4,3,,,,,1,5,,2,,,96
2015 Spring,IAS Teaching Program,IAS,International & Area Stds,45,2,Survy World History,Alan Karras,46406,,8,10,12,27,17,11,5,,,,,5,4,,,,,99
2015 Spring,IAS Teaching Program,IAS,International & Area Stds,102,1,Scope And Methods,Bruce Newsome,46433,,2,4,4,,2,1,2,,1,,,,,,,,2,18
2015 Spring,IAS Teaching Program,IAS,International & Area Stds,106,1,Inter Micro Theory,Maximilian Auffhammer,46439,2,42,34,9,12,19,16,8,3,,,,5,4,,,,,154
2015 Spring,IAS Teaching Program,IAS,International & Area Stds,C118,1,Intro Econometrics,Steven Buck,46460,,5,2,1,2,2,1,,,,,,,3,,,,1,17
2015 Spring,IAS Teaching Program,IAS,International & Area Stds,150,1,Adv Std In Ias,Patrick Iber,46469,,8,3,5,1,1,,2,,,,,,1,,2,,,23
2015 Spring,IAS Teaching Program,IAS,International & Area Stds,150,2,Adv Std In Ias,Peter Bartu,46472,1,7,2,1,1,,,,,,,,2,1,,,,,15
2015 Spring,IAS Teaching Program,IAS,International & Area Stds,150,4,Adv Std In Ias,Stephanie Ballenger,46478,,2,3,9,3,3,1,,1,,,,,3,,,,,25
2015 Spring,IAS Teaching Program,IAS,International & Area Stds,150,5,Adv Std In Ias,Bruce Newsome,46481,1,1,9,3,4,3,1,,,,,,,2,,,,2,26
2015 Spring,IAS Teaching Program,IAS,International & Area Stds,150,6,Adv Std In Ias,Cecilia Lucas,46484,,6,6,1,1,,,,,,,,,,,,,,14
2015 Spring,IAS Teaching Program,IAS,International & Area Stds,157AC,1,"Eng,Envrn & Society",Khalid Kadir,46487,2,2,1,3,1,,,,,,,,,2,,,,,11
2015 Spring,IAS Teaching Program,IAS,International & Area Stds,194,1,Senior Sem In Ias,Stephanie Ballenger,46511,,2,1,5,1,,4,1,2,,,,1,,,1,,,18
2015 Spring,IAS Teaching Program,LATAMST,Latin American Studies,150,1,Advanced Studies,Tiffany Page,49103,,5,5,11,9,1,1,,,,,,1,2,,,,2,37
2015 Spring,IAS Teaching Program,M E STU,Middle Eastern Studies,10,1,Intro Middle East,Shay Hazkani,57003,3,8,7,2,5,4,,,,,,,,11,,1,,,41
2015 Spring,IAS Teaching Program,M E STU,Middle Eastern Studies,150,1,Adv Std Middle East,Sofia Shwayri,57018,1,3,2,4,3,1,,,,,,1,,,,4,,1,20
2015 Spring,IAS Teaching Program,PACS,Peace & Conflict Studies,10,1,Introd To Pacs,Darren Zook,66703,3,27,27,22,27,13,,1,,,,,,26,,4,,1,151
2015 Spring,IAS Teaching Program,PACS,Peace & Conflict Studies,94,1,Meditation,Americ Azevedo,66724,,,,,,,,,,,,,,463,2,55,,,520
2015 Spring,IAS Teaching Program,PACS,Peace & Conflict Studies,100,1,Peace Theories,Karenjot Bhangoo Randhawa,66727,,25,14,3,2,3,,,,,,,,1,,,,,48
2015 Spring,IAS Teaching Program,PACS,Peace & Conflict Studies,119,2,Special Topics,Manuela Travaglianti,66733,,4,5,2,3,2,2,,,,,,,3,,,,,21
2015 Spring,IAS Teaching Program,PACS,Peace & Conflict Studies,119,3,Special Topics,Americ Azevedo,66736,,29,,,2,,,,,,,,,2,,,,1,34
2015 Spring,IAS Teaching Program,PACS,Peace & Conflict Studies,119,4,Special Topics,Peter Bartu,66739,,9,3,1,,,,1,,,,,,1,,,,,15
2015 Spring,IAS Teaching Program,PACS,Peace & Conflict Studies,127,1,Hr And Global Poli,Tetsushi Ogata,66742,1,9,12,11,7,9,5,1,,,,,,11,,,,,66
2015 Spring,IAS Teaching Program,PACS,Peace & Conflict Studies,135,1,Regional Conflict,Darren Zook,66745,,29,11,5,2,4,,,,,,,,6,,2,,,59
2015 Spring,IAS Teaching Program,PACS,Peace & Conflict Studies,148AC,1,Social Movements,Sean Burns,66748,,4,4,,,,,1,,,,,,1,,,,,10
2015 Spring,IAS Teaching Program,PACS,Peace & Conflict Studies,149,1,Global Change,Manuela Travaglianti,66756,,18,7,13,3,4,,1,,,,,,8,,1,,2,57
2015 Spring,IAS Teaching Program,PACS,Peace & Conflict Studies,151,1,Internat Conflict,Karenjot Bhangoo Randhawa,66757,3,23,5,4,2,,3,,,,,,1,8,,,,1,50
2015 Spring,IAS Teaching Program,PACS,Peace & Conflict Studies,190,1,Senior Seminar,Tetsushi Ogata,66763,1,13,1,2,2,,,,,,,,,,,,,1,20
2015 Spring,IAS Teaching Program,PACS,Peace & Conflict Studies,190,2,Senior Seminar,Manuela Travaglianti,66766,2,1,1,1,,2,2,,,,1,,,,,,,1,11
2015 Spring,IAS Teaching Program,POLECON,Political Economy,100,1,Theory Of Pol Econ,Clare Talwalker,71206,,14,21,21,40,28,8,4,3,,,,1,6,,,,,146
2015 Spring,IAS Teaching Program,POLECON,Political Economy,101,1,Contemp Theo Pol Ec,Khalid Kadir,71227,4,12,24,33,37,12,10,2,6,,,1,3,4,,,,6,154
2015 Spring,IAS Teaching Program,POLECON,Political Economy,150,1,Advanced Study Peis,Lanchih Po,71254,,7,6,1,1,,1,,,,,,,,,,,,16
2015 Spring,IAS Teaching Program,POLECON,Political Economy,160,1,Pe His Context,Patrick Iber,71257,,2,3,6,2,,1,,,,,,,1,,,,,15
2015 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,131,1,Discrete Event Sim,Devaushi Singham,41003,3,33,11,7,3,2,,3,1,,,,,,,,,,63
2015 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,153,1,Log Nt Des Supchmgt,Zuo-Jun Shen,41009,3,17,9,5,7,,1,,,,,,,4,,,,,46
2015 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,160,1,Operations Res I,Dorit Hochbaum,41012,3,11,11,9,15,2,3,2,2,1,1,,3,2,,1,,,66
2015 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,161,1,Operations Res Ii,Eric Wayman,41018,,9,5,3,6,12,4,4,2,,4,,3,3,,2,,,57
2015 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,165,1,Quality Control,Anil Aswani,41024,4,9,15,10,9,3,2,,,,,,,1,,,,,53
2015 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,166,1,Decision Analysis,Shmuel Oren,41033,2,15,10,19,13,14,6,1,1,,,,,3,1,,,,85
2015 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,170,1,Ind Des Human Fact,Kenneth Goldberg,41042,4,18,11,8,2,7,1,1,,,,,,4,,,,,56
2015 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,171,1,Tech Firm Leadrship,Ronald Lesniak,41045,15,32,9,,,,,1,,,,,,1,,,,,58
2015 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,180,1,Senior Project,Candace Yano,41054,,5,1,3,1,1,,,,,,,,,,,,,11
2015 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,185,1,Challenge Lab,Mehdi Maghsoodnia,41060,,21,9,,1,1,,,,,,,,,,,,,32
2015 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,185,2,Challenge Lab,Kenneth Sandy,41065,4,8,6,2,3,,,,,,,,,1,,,,,24
2015 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,190G,1,Advance Topics Ieor,Tal Lavian,41066,7,18,18,4,1,,,,,,,,,4,,,,8,60
2015 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,191,1,Entrepreneurship,Naeem Zafar,41069,2,9,11,5,6,3,,,,,,,,8,1,,,,45
2015 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,192,1,Bme Bootcamp,Ikhlaq Sidhu,41072,,36,,,,,,,,,,,,3,3,,,,42
2015 Spring,Information,INFO,Info Mgmt & Systems,C103,1,History Of Info,Geoffrey Nunberg; Nikolai Smith; Paul Duguid,41506,,,6,,,2,,,3,,,,,3,,,,,14
2015 Spring,Information,INFO,Info Mgmt & Systems,C167,1,Virtul Comm/Soc Med,Lauren Goulet,41509,,3,7,3,2,,,,,,,,,1,,,,1,17
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,24,1,Freshman Seminars,Brent Mishler,42103,,10,,,,,,,,,,,,1,,1,,,12
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,24,6,Freshman Seminars,Roy Caldwell,42118,,9,4,,,1,,,,,,,1,1,,,,,16
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,24,8,Freshman Seminars,Han Lim,42124,1,2,3,1,1,,,,,,,,,4,,,,,12
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,98,1,Directed Group Stdy,Brent Mishler; Jee Yun Kim; Shana Singh,42157,,,,,,,,,,,,,,50,1,2,,,53
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,C100,1,Plant Morphology,Bonnye Ingram; Catherine Halversen,42259,2,,2,3,2,2,,1,,,,,,1,,,,,13
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,102LF,1,Intro Cal Plt Life,Christopher Hobbs; Michael S. Park,42261,,5,3,3,9,4,4,2,,,,1,,3,,1,,2,37
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,104LF,1,Hist Of Vertebrate,Alan Shabel; Jimmy Mcguire; Rauri Bowie,42262,,5,6,6,5,7,2,5,1,,1,,,1,,,,1,40
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,113L,1,Pal Pers Ecol Evol,Seth Finnegan,42280,4,11,6,5,8,,3,2,,,1,,,2,,,,,42
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,115,1,Systems Biology,Han Lim,42289,4,6,10,7,8,2,3,,1,,,,,3,1,,,,45
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,119,1,Medical Evidence,Gloria Caldwell,42298,2,6,4,2,9,2,1,2,,,,,,2,,,,,30
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,C129L,1,Human Physiol Assmt,Sue Johannessen,42310,,5,,2,4,,,1,,,,,,,,,,,12
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,132,1,Surv Human Physiol,George Brooks; Natalia Caporale,42319,8,34,24,27,42,14,15,14,9,14,7,,14,6,1,3,,,232
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,132L,1,Mammal Physiol Lab,Crystal Wang; Natalia Caporale,42376,,6,8,7,1,,,,,,,,,,,,,,22
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,132L,2,Mammal Physiol Lab,Crystal Wang; Natalia Caporale,42379,,6,8,7,1,,,,,,,,,,,,,,22
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,132L,3,Mammal Physiol Lab,Michael Peterson; Natalia Caporale,42382,,8,2,9,2,,,,,,,,,1,,,,,22
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,132L,4,Mammal Physiol Lab,Michael Peterson; Natalia Caporale,42385,,6,7,8,1,,,,,,,,,,,,,,22
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,132L,5,Mammal Physiol Lab,Jeffrey Hirschey; Natalia Caporale,42388,3,13,2,1,1,,,1,,,1,,,,,,,,22
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,132L,6,Mammal Physiol Lab,Natalia Caporale; Yangdi Chen,42391,,10,4,4,3,,,,,,,,,1,,,,,22
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,132L,7,Mammal Physiol Lab,Jeffrey Hirschey; Natalia Caporale,42394,,6,8,5,1,1,,,,,,,,,,,,,21
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,132L,8,Mammal Physiol Lab,Natalia Caporale; Yangdi Chen,42397,,7,5,5,4,,,,,,,,,,,,,,21
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,138,1,Comparat Endocrino,George Bentley,42406,1,7,,5,6,,5,,,,,,,2,,,,,26
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,140,1,Bio Human Reprod,Thomas Carlson,42415,18,76,27,37,53,15,9,27,14,,5,1,4,11,,4,,,301
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,C143B,1,Hormones & Behavior,Lance Kriegsfeld,42478,,42,8,16,19,3,5,3,2,1,,,,15,,4,,,118
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,146LF,1,Behavior Ecolgy/Lab,Eileen Lacey,42517,1,6,6,5,10,2,1,1,,,,,,,,,,,32
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,151,1,Plant Physiol Ecol,Todd Dawson,42532,,22,9,5,9,2,1,,2,1,,,,1,,,,1,53
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,151L,1,Plant Phys Ecol Lab,Andrew Weitz; Cameron Williams; Gabriel Damasco Do Vale; Todd Dawson,42541,,13,2,,2,,,,,,,,,1,,,,1,19
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,152,1,Environ Toxicology,Donald Weston,42544,1,7,2,2,17,4,2,9,1,,2,,,2,,1,,,50
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,161,1,Evolution Genetics,Montgomery Slatkin; Rasmus Nielsen,42556,1,8,7,7,8,7,,6,7,,1,,,,,1,,,53
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,169,1,Evol Medicine,Thomas Carlson,42571,12,55,25,20,57,11,7,27,4,,,,,,,,,,218
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,170LF,1,Meths Field Ecology,Helen Kurkjian; Wayne Sousa,42553,,1,,4,,1,2,1,,,,,1,1,,,,,11
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,174LF,1,Ornithology Wth Lab,Rauri Bowie,42601,2,4,1,5,8,2,,1,,,,,,,,,,,23
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,175LF,1,Herpetology W Lab,Jimmy Mcguire,42610,1,3,2,1,6,1,1,2,,,,,,4,,,,,21
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,C176L,1,Fish Ecology,Stephanie Carlson,42619,1,3,6,5,2,3,,,,,,,,,,,,,20
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,183L,1,Evol Vertebrate Lab,Kevin Padian,42628,2,3,2,3,4,5,6,4,4,,2,2,3,2,,,,,42
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,184L,1,Morph Verte Skeletn,Anthony Barnosky,42637,2,1,3,4,1,,1,1,,,,,,,,,,,13
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,C185L,1,Human Paleontology,Timothy White,42646,1,2,1,1,5,3,2,6,,,3,,,1,,1,,,26
2015 Spring,Integrative Biology,INTEGBI,Integrative Biology,198,1,Directed Group Stdy,Brent Mishler; Jee Yun Kim; Shana Singh,43471,,,,,,,,,,,,,,45,1,,,,46
2015 Spring,Italian Studies,ITALIAN,Italian Studies,1,2,Elementary Italian,Bianca Facchini; Giuliana Perco,46906,1,5,,2,1,1,,,,,,,,1,,,,,11
2015 Spring,Italian Studies,ITALIAN,Italian Studies,1,3,Elementary Italian,Giuliana Perco; Marina Romani,46909,2,4,4,3,1,,,1,,,,,,,1,,,,16
2015 Spring,Italian Studies,ITALIAN,Italian Studies,1,4,Elementary Italian,Chiara Cecchelli; Giuliana Perco,46912,2,6,3,,2,1,1,,,,,,1,,1,1,,,18
2015 Spring,Italian Studies,ITALIAN,Italian Studies,1,5,Elementary Italian,Giuliana Perco; Lauren-Claire Kelley,46915,,3,4,3,,1,1,2,1,,,,,1,,,,,16
2015 Spring,Italian Studies,ITALIAN,Italian Studies,2,4,Elementary Italian,Brandon Schneider,46927,2,6,1,1,,,1,,,,1,,,1,,1,,,14
2015 Spring,Italian Studies,ITALIAN,Italian Studies,3,2,Interm Italian,Anna Bellezza,46936,,2,6,1,1,,,,,,,,,3,1,,,,14
2015 Spring,Italian Studies,ITALIAN,Italian Studies,4,1,Adv Italian,Mara Mauri Jacobsen,46939,6,5,,,,,,,,,,,,,,,,,11
2015 Spring,Italian Studies,ITALIAN,Italian Studies,R5A,1,Reading & Comp,Albert Ascoli; Rosaria Carbotti,46942,1,5,5,2,4,,,,,,,,,,,,,,17
2015 Spring,Italian Studies,ITALIAN,Italian Studies,R5A,2,Reading & Comp,Leslie Elwell,46945,,1,3,1,6,1,2,2,,,,,,1,,,,,17
2015 Spring,Italian Studies,ITALIAN,Italian Studies,R5B,1,Reading & Comp,Albert Ascoli; Julia Nelsen,46948,,,5,5,5,1,,,,,,,1,,,,,,17
